movie_UiD,title,genres
13802,Inkubus,horror
13803,Wasting Away,"comedy, horror"
13804,Among Friends,"comedy, horror"
13805,Nirvana: Live! Tonight! Sold Out!!,documentary
13806,Ejecta,sci-fi
13807,"OMG, I'm a Robot!",(no genres listed)
13808,Broken Horses,"action, crime, drama, mystery, thriller"
13809,Hearts and Armour,"action, adventure, fantasy"
13810,N'importe Qui,comedy
13811,Burning,"action, comedy"
13812,Last Embrace,"mystery, romance, thriller"
13813,"One-Two, Soldiers Were Going...","drama, war"
13814,The Overcoat,(no genres listed)
13815,The Adventures of Buratino,"adventure, children, fantasy"
13816,Freeway: Crack in the System,documentary
13817,A Bunny's Tale,(no genres listed)
13818,A Diva's Christmas Carol,"children, comedy"
13819,The Dress,"comedy, drama"
13820,Man Follows Birds,drama
13821,Earth's Golden Playground,documentary
13822,The Magic of Heineken,(no genres listed)
13823,Psychopathia Sexualis,"drama, romance"
13824,Limited Partnership,documentary
13825,Hell and Mr Fudge,(no genres listed)
13826,Gabriel,drama
13827,The Impossible Hour,documentary
13828,The Reader,"comedy, drama"
13829,Carnage: Swallowing the Past,"comedy, drama"
13830,Pernicious,horror
13831,Red Knot,drama
13832,Dirty Weekend,"comedy, drama"
13833,The Activist,thriller
13834,The Stars and the Water Carriers,(no genres listed)
13835,The Rise of the Krays,crime
13836,Dude Bro Party Massacre III,"comedy, horror"
13837,Underdog Kids,"action, children"
13838,Glass Chin,"drama, thriller"
13839,The Lady in the Van,drama
13840,Bloodsucking Bastards,"comedy, horror"
13841,KillerSaurus,"horror, sci-fi"
13842,Blood Moon,"horror, western"
13843,Hamtaro: The Captive Princess,"adventure, animation, children, fantasy"
13844,Hot Wheels Acceleracers Ignition,"animation, children"
13845,Testament of Youth,"drama, war"
13846,PokÃ©mon the Movie: Kyurem vs. the Sword of Justice,(no genres listed)
13847,PokÃ©mon: Zoroark: Master of Illusions,"adventure, animation, children"
13848,...ing,"drama, romance"
13849,Meru,"action, adventure, documentary"
13850,First Flight,animation
13851,Lost in the Stars,(no genres listed)
13852,6 Years,"drama, romance"
13853,To Save A Life,drama
13854,Pod,"horror, mystery, thriller"
13855,Secrets of Life,documentary
13856,Contracted: Phase II,"drama, horror, thriller"
13857,A Little Thing Called Love,"comedy, romance"
13858,Lost After Dark,horror
13859,For Elise,"horror, mystery"
13860,White Settlers,"horror, mystery, thriller"
13861,Xenia,drama
13862,Comedy Central Roast of James Franco,comedy
13863,PokÃ©mon the Movie: Diancie and the Cocoon of Destruction,animation
13864,PokÃ©mon the Movie: Hoopa and the Clash of Ages,"action, adventure, animation"
13865,Felicidades,comedy
13866,Varsity Blood,horror
13867,Doomed,horror
13868,Mrs. Miracle,"children, comedy, fantasy"
13869,A Little Bit Zombie,"comedy, horror, sci-fi"
13870,Santa Baby 2,"children, comedy"
13871,The Coed and the Zombie Stoner,comedy
13872,Wildeye,(no genres listed)
13873,Lasting,"drama, romance"
13874,Saving Christmas,"children, comedy"
13875,The Possessed,"crime, drama, mystery"
13876,Pride and Vengeance,"action, drama, romance, western"
13877,"Young, Violent, Dangerous",(no genres listed)
13878,City Under Seige,"crime, thriller"
13879,Cenizas del Paraiso,"crime, drama, mystery, thriller"
13880,The Double,"mystery, thriller"
13881,Pelota,(no genres listed)
13882,"10,000 Dollars for a Massacre",western
13883,Oscar,comedy
13884,Breaking Point - Pornografisk Thriller,(no genres listed)
13885,Johnny Yuma,"action, drama, western"
13886,La sedia della felicitÃ ,comedy
13887,Terror Express,drama
13888,Zid,"romance, thriller"
13889,The Transporter Refuelled,"action, crime, thriller"
13890,Stan,(no genres listed)
13891,Redemption,(no genres listed)
13892,Artists Under the Big Top: Perplexed,drama
13893,The Inextinguishable Fire,(no genres listed)
13894,Adrienn PÃ¡l,drama
13895,The Fossil,(no genres listed)
13896,The Left Hand of the Law,crime
13897,Too Much Johnson,comedy
13898,The Key to Reserva,"crime, thriller"
13899,Girl Rising,documentary
13900,Picasso and Braque Go to the Movies,documentary
13901,Iron Man & Hulk: Heroes United,"action, adventure, animation"
13902,The Lorax,"animation, children"
13903,The Grinch Grinches the Cat in the Hat,"animation, children"
13904,The Infernal Cakewalk,"comedy, fantasy"
13905,La VÃ©ritÃ© si je Mens ! 3,comedy
13906,"OC87: The Obsessive Compulsive, Major Depression, Bipolar, Asperger's Movie",documentary
13907,La VÃ©ritÃ© si je Mens ! 2,comedy
13908,Tiger Orange,drama
13909,Bound to Vengeance,"horror, thriller"
13910,Perfect Proposal,"crime, romance, thriller"
13911,The Man with the Iron Fists 2,action
13912,The Surface,"drama, thriller"
13913,The Conquest of Everest,"documentary, drama"
13914,Welcome to Leith,"documentary, thriller"
13915,Fallen: The Beginning,"action, adventure, children, drama, fantasy"
13916,The Crossing,drama
13917,Emmanuelle 3,drama
13918,Noite Escura,"crime, drama"
13919,Blood Thirst,horror
13920,Alice in Wonderland,"children, fantasy"
13921,People of Rome,(no genres listed)
13922,Krampus: The Christmas Devil,horror
13923,Unabomber: The True Story,(no genres listed)
13924,Resurrected,(no genres listed)
13925,Parasite Dolls,"action, animation, sci-fi, thriller"
13926,"Rabbit, Run",drama
13927,Age of Cannibals,drama
13928,"Aballay, the Man without Fear","drama, western"
13929,Man Down,thriller
13930,Emmanuelle 5,"action, drama"
13931,The Blue Planet,documentary
13932,Banksy Does New York,documentary
13933,Convict's Code,"crime, drama"
13934,Dreaming of Space,drama
13935,Emmanuelle 6,"drama, romance"
13936,"Something, Anything","drama, romance"
13937,The Missing Corpse,(no genres listed)
13938,Black Emanuelle,drama
13939,Hitler,war
13940,The Negro Soldier,(no genres listed)
13941,Christmas Cupid,"children, comedy, fantasy, romance"
13942,Emanuelle in Bangkok,"drama, romance"
13943,Vamp U,"action, comedy, horror"
13944,Mischief Night,horror
13945,Unlucky Charms,"fantasy, horror"
13946,The Lottery,drama
13947,Return to Halloweentown,"adventure, children, comedy, fantasy"
13948,The Payoff,"action, crime, mystery, thriller"
13949,Wish You Well,"children, drama"
13950,All That I Am,drama
13951,Sukeban Deka,action
13952,Deep Space,"horror, sci-fi"
13953,"Knock Knock, It's Tig Notaro","comedy, documentary"
13954,Emanuelle in America,"adventure, drama, romance"
13955,Not My Life,thriller
13956,The Bridge,"drama, romance"
13957,Flash,"children, drama"
13958,"What Next, Corporal Hargrove?","comedy, war"
13959,Wolfy,drama
13960,Silenced,drama
13961,Emanuelle and the Last Cannibals,"adventure, horror"
13962,Small Town Folk,horror
13963,Snow 2: Brain Freeze,"children, comedy"
13964,Devil's Den,"action, horror, thriller"
13965,Female on the Beach,"crime, drama, mystery, romance, thriller"
13966,The Pumpkin Karver,"comedy, horror"
13967,Cornered!,"comedy, horror"
13968,Confessions of Emanuelle,"drama, horror, romance"
13969,Killer Party,"comedy, horror"
13970,Jersey Shore Massacre,"comedy, horror"
13971,Rise of the Animals,"adventure, comedy, horror"
13972,Twitches Too,"children, drama, fantasy"
13973,The House of Usher,"drama, horror, thriller"
13974,Life,drama
13975,Children of God: Lost and Found,(no genres listed)
13976,Pourquoi Israel,documentary
13977,Daddy or Mommy,comedy
13978,Demolition,drama
13979,Listening,sci-fi
13980,Russell Howard: Right Here Right Now,comedy
13981,12 Rounds 3: Lockdown,action
13982,Beyond Darkness,"horror, thriller"
13983,Eden Lodge,"horror, thriller"
13984,Our Man in Tehran,documentary
13985,Robert the Doll,horror
13986,Frau MÃ¼ller muss weg,comedy
13987,Romeos,drama
13988,Gun Hill Road,drama
13989,Middle Sexes: Redefining He and She,documentary
13990,American Poltergeist,thriller
13991,The Cutting Room,horror
13992,Asylum of Satan,horror
13993,Three on a Meathook,horror
13994,The Zebra Killer,"action, crime"
13995,Caged Women,thriller
13996,Listen to Me Marlon,documentary
13997,Crab Trap,drama
13998,Dollar for the Dead,western
13999,Naked You Die,mystery
14000,Proteus,"horror, sci-fi"
14001,MalÃ©fique,"fantasy, horror, mystery"
14002,Stars 80,comedy
14003,Provincia violenta,"action, crime, drama"
14004,Act of Violence,"drama, thriller"
14005,"Beaumarchais, l'insolent","adventure, romance"
14006,The Snow Devils,sci-fi
14007,Lightning Bolt,"action, thriller"
14008,Killers Are Challenged,adventure
14009,The Long Hair of Death,horror
14010,Russell Howard: Live,comedy
14011,Captive Wild Woman,"horror, sci-fi"
14012,Devil of the Desert Against the Son of Hercules,"action, adventure, fantasy"
14013,Battle of the Worlds,"sci-fi, thriller"
14014,Assignment: Outer Space,sci-fi
14015,Pop Skull,"horror, thriller"
14016,Virtual Weapon,(no genres listed)
14017,Alien from the Deep,"horror, sci-fi"
14018,The mural of Siqueiros,(no genres listed)
14019,Valerie Inside Outside,drama
14020,Commando Leopard,"action, war"
14021,Doli Saja Ke Rakhna,(no genres listed)
14022,Hunters of the Golden Cobra,"action, adventure, war"
14023,Invasion of the Flesh Hunters,"horror, thriller"
14024,Killer Fish,adventure
14025,Vaastav: The Reality,"crime, drama, thriller"
14026,Death Rage,"action, crime, thriller"
14027,Seven Deaths in the Cat's Eye,"crime, horror, mystery"
14028,And God Said to Cain,"horror, mystery, western"
14029,Sarfarosh,(no genres listed)
14030,Pelican Dreams,documentary
14031,Haru,"animation, romance, sci-fi"
14032,Snowdenâs Great Escape,documentary
14033,Fool Circle,"comedy, drama"
14034,Magallanes,drama
14035,The Keeping Room,drama
14036,Awake: The Life of Yogananda,documentary
14037,Cigarette Burns,"horror, thriller"
14038,We Are the Freaks,comedy
14039,Attack on Titan: End of the World,"action, fantasy"
14040,Batman Beyond: The Movie,"action, animation, children"
14041,Big Sky,"drama, thriller"
14042,L'odore della notte,(no genres listed)
14043,Agneepath,"action, crime, drama"
14044,Cocktail,"comedy, drama, romance"
14045,The Assassin,drama
14046,The Gamechangers,drama
14047,The New Monsters,comedy
14048,The Cannibals,horror
14049,Far from the Madding Crowd,drama
14050,Hercules in the Haunted World,"action, fantasy, horror"
14051,High Rise,"action, drama, sci-fi"
14052,Into the Forest,"drama, sci-fi"
14053,Time Out of Mind,drama
14054,Winter Meeting,"drama, romance"
14055,Appropriate Behaviour,"comedy, drama, romance"
14056,The Princess of France,(no genres listed)
14057,Villegas,(no genres listed)
14058,First Spaceship on Venus,"drama, mystery, sci-fi"
14059,Chain of Command,adventure
14060,An Ideal Man,thriller
14061,Thursday Till Sunday,drama
14062,The Editor,"comedy, horror, mystery"
14063,On Broadway,drama
14064,Puella Magi Madoka Magica the Movie Part III: Rebellion,"animation, fantasy, mystery, thriller"
14065,Puella Magi Madoka Magica the Movie Part II: Eternal,"action, animation, horror, mystery"
14066,Spark of Being,(no genres listed)
14067,Sukeban Deka: Counter Attack from the Kazama Sisters,action
14068,L,"drama, thriller"
14069,The Brand New Testament,(no genres listed)
14070,You Carry Me,drama
14071,Cut Snake,(no genres listed)
14072,The First Olympics: Athens 1896,drama
14073,Last House in Istanbul,(no genres listed)
14074,Mean Frank and Crazy Tony,"comedy, crime"
14075,Magical Girl,drama
14076,Red Amnesia,thriller
14077,City Beneath the Sea,"action, sci-fi"
14078,Kebab Connection,"action, comedy, romance"
14079,Buddenbrooks: The Decline of a Family,drama
14080,Gena the Crocodile,"animation, children"
14081,Keine Lieder Ã¼ber Liebe,"drama, romance"
14082,Hilde,drama
14083,Monster Hunt,"action, comedy, fantasy"
14084,Wild City,"action, crime, thriller"
14085,Cocksucker Blues,documentary
14086,Viva,(no genres listed)
14087,Garrison Keillor: The Man on the Radio in the Red Shoes,documentary
14088,Diane,(no genres listed)
14089,Funny Farm,(no genres listed)
14090,Burden of Evil,thriller
14091,Five Miles to Midnight,"crime, drama, thriller"
14092,The House of Magic,"adventure, animation, children, fantasy"
14093,Rabid Dogs,"action, thriller"
14094,Pawn Sacrifice,drama
14095,Mega Snake,horror
14096,Hunter Ã Hunter: Phantom Rouge,"adventure, animation"
14097,A Company Man,"action, drama"
14098,Il castello,(no genres listed)
14099,Hunter Ã Hunter: The Last Mission,"action, animation"
14100,08/15,"drama, war"
14101,Carmen,drama
14102,Hannas Reise,"comedy, romance"
14103,Thirteen at Dinner,"crime, mystery"
14104,Crowsnest,(no genres listed)
14105,"Killing Is My Business, Honey","comedy, crime"
14106,Saint Tropez - Saint Tropez,(no genres listed)
14107,Call Girl of Cthulhu,"comedy, horror"
14108,Roger Waters the Wall,documentary
14109,Queen of the Desert,drama
14110,Visions,"horror, thriller"
14111,Nobody from Nowhere,"drama, thriller"
14112,General Luna,"drama, war"
14113,Vem Ã¤lskar Yngve Frej?,(no genres listed)
14114,Ryuzo and the Seven Henchmen,"action, comedy"
14115,The Saint of Gamblers,"action, comedy"
14116,Der Clown - Tag der Vergeltung,action
14117,Mary of Nazareth,(no genres listed)
14118,If I Were a Rich Man,comedy
14119,Fair Play,thriller
14120,The Ceremony,documentary
14121,Kill 'em All,"action, crime, thriller"
14122,A Stranger of Mine,"comedy, crime, drama, horror"
14123,Sarusuberi: Miss Hokusai,animation
14124,Being Canadian,"comedy, documentary"
14125,Dor,drama
14126,Life Is Ruff,(no genres listed)
14127,Cow Belles,"children, comedy, romance"
14128,Frontera,"drama, western"
14129,Genius,"children, comedy, drama"
14130,Teen Lust,comedy
14131,Scanner Cop,"horror, sci-fi"
14132,The Timber,"adventure, drama, western"
14133,No Tears for the Dead,"action, thriller"
14134,Sriracha,documentary
14135,The Willies,"comedy, horror"
14136,Evil Things,horror
14137,Last Shift,horror
14138,Love Is the Perfect Crime,"drama, thriller"
14139,The Immortal Voyage of Captain Drake,"adventure, fantasy"
14140,"F*ck You, Goethe 2",comedy
14141,Pay the Ghost,"horror, thriller"
14142,A Million,thriller
14143,A Song of Lisbon,comedy
14144,Un mundo cuadrado,(no genres listed)
14145,Dear Lemon Lima,drama
14146,Catch Me Daddy,(no genres listed)
14147,The Furthest End Awaits,(no genres listed)
14148,Flying Colors,"comedy, drama"
14149,"Davy Crockett, Indian Scout","adventure, western"
14150,Infinite,"drama, sci-fi"
14151,The Brave Little Toaster to the Rescue,"animation, children, comedy"
14152,Macropolis,animation
14153,Oh Willy...,"adventure, animation, drama"
14154,The Legend of Seven Cutter,"action, comedy"
14155,Kriminal,"action, crime, mystery"
14156,Angry Harvest,"drama, romance"
14157,Naked Under the Moon,"drama, romance"
14158,Thunderbolt,drama
14159,The Spy Who Loved Flowers,adventure
14160,A Date with the Falcon,"crime, mystery"
14161,Second Skin,documentary
14162,Acolytes,"horror, mystery, thriller"
14163,Any And Every Which Way,"comedy, romance"
14164,Babes in Toyland,"animation, children"
14165,Black River,"sci-fi, thriller"
14166,Varg Veum - Black Sheep,"action, crime, thriller"
14167,008: Operation Exterminate,"action, comedy"
14168,Seashore,drama
14169,Lootera,"drama, romance"
14170,Fire in Babylon,documentary
14171,Consolation Marriage,"drama, romance"
14172,Dear Mr. Gacy,"comedy, crime, drama, horror, thriller"
14173,Death Machines,action
14174,Drunk Wedding,comedy
14175,Evidence,horror
14176,Ghoul,"horror, thriller"
14177,Ghoul,thriller
14178,Headspace,"horror, sci-fi, thriller"
14179,Island of Love,comedy
14180,Legion,
14181,Let Go,comedy
14182,Resurrection County,"horror, thriller"
14183,Temple of the White Elephant,"action, adventure, drama"
14184,The Rite,drama
14185,Stolen Identity,"action, crime, drama, mystery, thriller"
14186,Tango,"comedy, drama"
14187,Devil Seed,horror
14188,"Go West, Young Lady","comedy, musical, western"
14189,The Dark,"horror, sci-fi"
14190,Samson and the Slave Queen,"action, adventure, drama"
14191,The Dark Hour,"horror, mystery, sci-fi, thriller"
14192,The Fighting Lady,"documentary, war"
14193,The Lost,"crime, drama, thriller"
14194,Catherine of Russia,"drama, romance"
14195,The Love Light,drama
14196,Arizona Colt,western
14197,The Phantom of Crestwood,"crime, mystery"
14198,The Program,drama
14199,The Red Kimona,drama
14200,The Selling,comedy
14201,The Warrior Empress,adventure
14202,Trade Winds,drama
14203,True Women,"drama, romance, war, western"
14204,Vanessa: Her Love Story,drama
14205,Witchboard 2: The Devil's Doorway,"horror, mystery"
14206,Young Bride,drama
14207,Love Is in the Air,(no genres listed)
14208,White Rabbit,drama
14209,The Silenced,"drama, mystery, thriller"
14210,Alice in Earnestland,(no genres listed)
14211,The Classified File,"crime, drama"
14212,Helios,"action, crime"
14213,Hollywood Adventures,"action, comedy"
